"","sensor","acquisitionDate","path","row","sceneCenterLatitude","sceneCenterLongitude","cloudCover","cloudCoverFull","year","doy","browseURL"
"199","TM",1995-02-07 07:34:06,176,36,"34.61087 33.065002","34.61087 33.065002",2,22,"1995",38,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/02/07/LS05_RFUI_TM__GTC_1P_19950207T073406_19950207T073434_058175_0176_0036_7AEF.ZIP"
"200","TM",1995-02-23 07:33:28,176,36,"34.61085 33.06747","34.61085 33.06747",0,0,"1995",54,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/02/23/LS05_RFUI_TM__GTC_1P_19950223T073328_19950223T073356_058408_0176_0036_DEEB.ZIP"
"201","TM",1995-05-30 07:29:21,176,36,"34.61087 33.055","34.61087 33.055",0,0,"1995",150,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/05/30/LS05_RFUI_TM__GTC_1P_19950530T072921_19950530T072949_059806_0176_0036_0AC1.ZIP"
"202","TM",1995-06-15 07:28:37,176,36,"34.61087 33.055","34.61087 33.055",3,32,"1995",166,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/06/15/LS05_RFUI_TM__GTC_1P_19950615T072837_19950615T072905_060039_0176_0036_7038.ZIP"
"203","TM",1995-07-01 07:27:54,176,36,"34.610847 33.047466","34.610847 33.047466",0,0,"1995",182,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/07/01/LS05_RFUI_TM__GTC_1P_19950701T072754_19950701T072822_060272_0176_0036_2F21.ZIP"
"204","TM",1995-07-17 07:27:10,176,36,"34.610825 33.04","34.610825 33.04",0,0,"1995",198,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/07/17/LS05_RFUI_TM__GTC_1P_19950717T072710_19950717T072738_060505_0176_0036_2813.ZIP"
"205","TM",1995-08-02 07:26:27,176,36,"34.610874 33.03","34.610874 33.03",0,1,"1995",214,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/08/02/LS05_RFUI_TM__GTC_1P_19950802T072627_19950802T072655_060738_0176_0036_30CC.ZIP"
"206","TM",1995-08-18 07:25:43,176,36,"34.61087 33.015","34.61087 33.015",0,2,"1995",230,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/08/18/LS05_RFUI_TM__GTC_1P_19950818T072543_19950818T072611_060971_0176_0036_657F.ZIP"
"207","TM",1995-09-03 07:24:57,176,36,"34.610947 33.00253","34.610947 33.00253",0,4,"1995",246,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/09/03/LS05_RFUI_TM__GTC_1P_19950903T072457_19950903T072526_061204_0176_0036_A0FB.ZIP"
"208","TM",1995-09-19 07:24:13,176,36,"34.610924 32.980003","34.610924 32.980003",0,0,"1995",262,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/09/19/LS05_RFUI_TM__GEO_1P_19950919T072413_19950919T072442_061437_0176_0036_1FB9.ZIP"
"209","TM",1995-10-05 07:23:21,176,36,"34.615875 32.984997","34.615875 32.984997",0,0,"1995",278,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/10/05/LS05_RFUI_TM__GTC_1P_19951005T072321_19951005T072350_061670_0176_0036_BE45.ZIP"
"210","TM",1995-10-21 07:22:28,176,36,"34.61083 32.99","34.61083 32.99",0,1,"1995",294,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/10/21/LS05_RFUI_TM__GTC_1P_19951021T072228_19951021T072257_061903_0176_0036_6E30.ZIP"
"211","TM",1995-11-06 07:21:55,176,36,"34.61085 33.087543","34.61085 33.087543",0,0,"1995",310,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/11/06/LS05_RFUI_TM__GTC_1P_19951106T072155_19951106T072224_062136_0176_0036_E621.ZIP"
"212","TM",1995-11-22 07:22:06,176,36,"34.610874 33.170017","34.610874 33.170017",6,64,"1995",326,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/11/22/LS05_RFUI_TM__GEO_1P_19951122T072206_19951122T072234_062369_0176_0036_7F82.ZIP"
"213","TM",1995-12-08 07:22:57,176,36,"34.6109 33.232548","34.6109 33.232548",1,14,"1995",342,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/12/08/LS05_RFUI_TM__GTC_1P_19951208T072257_19951208T072325_062602_0176_0036_45BE.ZIP"
"214","TM",1995-12-24 07:24:08,176,36,"34.6134 33.212505","34.6134 33.212505",0,1,"1995",358,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/12/24/LS05_RFUI_TM__GTC_1P_19951224T072408_19951224T072436_062835_0176_0036_195B.ZIP"
"215","TM",1996-01-25 07:26:26,176,36,"34.61345 33.17751","34.61345 33.17751",2,24,"1996",25,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/01/25/LS05_RFUI_TM__GEO_1P_19960125T072626_19960125T072655_063301_0176_0036_8E3A.ZIP"
"216","TM",1996-02-10 07:27:31,176,36,"34.61345 33.17751","34.61345 33.17751",2,20,"1996",41,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/02/10/LS05_RFUI_TM__GTC_1P_19960210T072731_19960210T072759_063534_0176_0036_21FC.ZIP"
"217","TM",1996-03-13 07:29:39,176,36,"34.6134 33.152508","34.6134 33.152508",0,1,"1996",73,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/03/13/LS05_RFUI_TM__GTC_1P_19960313T072939_19960313T073008_064000_0176_0036_38D0.ZIP"
"218","TM",1996-03-29 07:30:41,176,36,"34.610874 33.145","34.610874 33.145",9,94,"1996",89,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/03/29/LS05_RFUI_TM__GTC_1P_19960329T073041_19960329T073109_064233_0176_0036_94A3.ZIP"
"219","TM",1996-04-14 07:31:40,176,36,"34.610874 33.135002","34.610874 33.135002",0,4,"1996",105,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/04/14/LS05_RFUI_TM__GTC_1P_19960414T073140_19960414T073209_064466_0176_0036_5D0B.ZIP"
"220","TM",1996-04-30 07:32:38,176,36,"34.6109 33.142475","34.6109 33.142475",0,4,"1996",121,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/04/30/LS05_RFUI_TM__GTC_1P_19960430T073238_19960430T073306_064699_0176_0036_80EA.ZIP"
"221","TM",1996-05-16 07:33:33,176,36,"34.610924 33.15","34.610924 33.15",0,8,"1996",137,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/05/16/LS05_RFUI_TM__GTC_1P_19960516T073333_19960516T073402_064932_0176_0036_7672.ZIP"
"222","TM",1996-06-17 07:35:20,176,36,"34.610897 33.17247","34.610897 33.17247",1,14,"1996",169,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/06/17/LS05_RFUI_TM__GTC_1P_19960617T073520_19960617T073548_065398_0176_0036_8685.ZIP"
"223","TM",1996-07-03 07:36:11,176,36,"34.6134 33.192505","34.6134 33.192505",0,0,"1996",185,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/07/03/LS05_RFUI_TM__GTC_1P_19960703T073611_19960703T073639_065631_0176_0036_A155.ZIP"
"224","TM",1996-07-19 07:37:01,176,36,"34.6134 33.207508","34.6134 33.207508",0,2,"1996",201,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/07/19/LS05_RFUI_TM__GTC_1P_19960719T073701_19960719T073730_065864_0176_0036_B642.ZIP"
"225","TM",1996-08-04 07:37:52,176,36,"34.613373 33.21998","34.613373 33.21998",0,0,"1996",217,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/08/04/LS05_RFUI_TM__GTC_1P_19960804T073752_19960804T073821_066097_0176_0036_480B.ZIP"
"226","TM",1996-08-20 07:38:42,176,36,"34.6109 33.232548","34.6109 33.232548",0,2,"1996",233,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/08/20/LS05_RFUI_TM__GTC_1P_19960820T073842_19960820T073910_066330_0176_0036_5871.ZIP"
"227","TM",1996-09-05 07:39:35,176,36,"34.610924 33.225018","34.610924 33.225018",0,0,"1996",249,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/09/05/LS05_RFUI_TM__GTC_1P_19960905T073935_19960905T074004_066563_0176_0036_719F.ZIP"
"228","TM",1996-09-21 07:40:28,176,36,"34.61345 33.217503","34.61345 33.217503",0,2,"1996",265,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/09/21/LS05_RFUI_TM__GTC_1P_19960921T074028_19960921T074056_066796_0176_0036_1DD2.ZIP"
"229","TM",1996-10-07 07:41:19,176,36,"34.613422 33.214977","34.613422 33.214977",0,0,"1996",281,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/10/07/LS05_RFUI_TM__GTC_1P_19961007T074119_19961007T074147_067029_0176_0036_33B1.ZIP"
"230","TM",1996-10-23 07:42:07,176,36,"34.613422 33.210037","34.613422 33.210037",4,45,"1996",297,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/10/23/LS05_RFUI_TM__GTC_1P_19961023T074207_19961023T074236_067262_0176_0036_6C74.ZIP"
"231","TM",1996-11-08 07:42:53,176,36,"34.6134 33.212505","34.6134 33.212505",0,0,"1996",313,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/11/08/LS05_RFUI_TM__GTC_1P_19961108T074253_19961108T074322_067495_0176_0036_8034.ZIP"
"232","TM",1996-11-24 07:43:38,176,36,"34.613373 33.21998","34.613373 33.21998",0,0,"1996",329,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/11/24/LS05_RFUI_TM__GTC_1P_19961124T074338_19961124T074406_067728_0176_0036_DD58.ZIP"
"233","TM",1996-12-10 07:44:24,176,36,"34.6134 33.212505","34.6134 33.212505",0,0,"1996",345,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/12/10/LS05_RFUI_TM__GTC_1P_19961210T074424_19961210T074453_067961_0176_0036_8D27.ZIP"
"234","TM",1996-12-26 07:45:09,176,36,"34.6134 33.202507","34.6134 33.202507",0,6,"1996",361,"http://landsat-ds.eo.esa.int/products/LANDSAT/1996/12/26/LS05_RFUI_TM__GTC_1P_19961226T074509_19961226T074538_068194_0176_0036_F0C9.ZIP"
"235","TM",1997-01-11 07:45:55,176,36,"34.6134 33.192505","34.6134 33.192505",0,3,"1997",11,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/01/11/LS05_RFUI_TM__GTC_1P_19970111T074555_19970111T074623_068427_0176_0036_15FE.ZIP"
"236","TM",1997-01-27 07:46:39,176,36,"34.610924 33.180004","34.610924 33.180004",2,24,"1997",27,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/01/27/LS05_RFUI_TM__GTC_1P_19970127T074639_19970127T074707_068660_0176_0036_8B5A.ZIP"
"237","TM",1997-02-12 07:47:21,176,36,"34.610897 33.17247","34.610897 33.17247",0,4,"1997",43,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/02/12/LS05_RFUI_TM__GTC_1P_19970212T074721_19970212T074749_068893_0176_0036_155B.ZIP"
"238","TM",1997-02-28 07:48:01,176,36,"34.610924 33.170002","34.610924 33.170002",5,51,"1997",59,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/02/28/LS05_RFUI_TM__GTC_1P_19970228T074801_19970228T074829_069126_0176_0036_004F.ZIP"
"239","TM",1997-03-16 07:48:38,176,36,"34.610874 33.16994","34.610874 33.16994",1,19,"1997",75,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/03/16/LS05_RFUI_TM__GTC_1P_19970316T074838_19970316T074907_069359_0176_0036_2401.ZIP"
"240","TM",1997-04-17 07:49:47,176,36,"34.6134 33.182507","34.6134 33.182507",1,11,"1997",107,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/04/17/LS05_RFUI_TM__GTC_1P_19970417T074947_19970417T075016_069825_0176_0036_BC59.ZIP"
"241","TM",1997-05-03 07:50:22,176,36,"34.610924 33.180004","34.610924 33.180004",3,30,"1997",123,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/05/03/LS05_RFUI_TM__GTC_1P_19970503T075022_19970503T075050_070058_0176_0036_F345.ZIP"
"242","TM",1997-05-19 07:50:54,176,36,"34.61345 33.187508","34.61345 33.187508",0,0,"1997",139,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/05/19/LS05_RFUI_TM__GTC_1P_19970519T075054_19970519T075123_070291_0176_0036_EA42.ZIP"
"243","TM",1997-06-04 07:51:29,176,36,"34.610924 33.180004","34.610924 33.180004",0,0,"1997",155,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/06/04/LS05_RFUI_TM__GTC_1P_19970604T075129_19970604T075157_070524_0176_0036_35CB.ZIP"
"244","TM",1997-06-20 07:52:01,176,36,"34.613396 33.187508","34.613396 33.187508",0,0,"1997",171,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/06/20/LS05_RFUI_TM__GTC_1P_19970620T075201_19970620T075229_070757_0176_0036_70E7.ZIP"
"245","TM",1997-07-06 07:52:35,176,36,"34.6134 33.182507","34.6134 33.182507",0,0,"1997",187,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/07/06/LS05_RFUI_TM__GTC_1P_19970706T075235_19970706T075303_070990_0176_0036_41FC.ZIP"
"246","TM",1997-07-22 07:53:08,176,36,"34.610897 33.17247","34.610897 33.17247",0,0,"1997",203,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/07/22/LS05_RFUI_TM__GTC_1P_19970722T075308_19970722T075336_071223_0176_0036_6CC9.ZIP"
"247","TM",1997-08-07 07:53:39,176,36,"34.610897 33.17247","34.610897 33.17247",0,0,"1997",219,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/08/07/LS05_RFUI_TM__GTC_1P_19970807T075339_19970807T075408_071456_0176_0036_7B6E.ZIP"
"248","TM",1997-08-23 07:54:09,176,36,"34.610897 33.17247","34.610897 33.17247",0,1,"1997",235,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/08/23/LS05_RFUI_TM__GTC_1P_19970823T075409_19970823T075438_071689_0176_0036_6584.ZIP"
"249","TM",1997-09-08 07:54:37,176,36,"34.610947 33.17747","34.610947 33.17747",0,0,"1997",251,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/09/08/LS05_RFUI_TM__GTC_1P_19970908T075437_19970908T075506_071922_0176_0036_AACE.ZIP"
"250","TM",1997-09-24 07:55:05,176,36,"34.610947 33.17747","34.610947 33.17747",0,0,"1997",267,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/09/24/LS05_RFUI_TM__GTC_1P_19970924T075505_19970924T075533_072155_0176_0036_2FF0.ZIP"
"251","TM",1997-10-26 07:55:58,176,36,"34.610897 33.17247","34.610897 33.17247",7,73,"1997",299,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/10/26/LS05_RFUI_TM__GTC_1P_19971026T075558_19971026T075627_072621_0176_0036_6CD5.ZIP"
"252","TM",1997-11-11 07:56:22,176,36,"34.610897 33.17247","34.610897 33.17247",0,1,"1997",315,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/11/11/LS05_RFUI_TM__GTC_1P_19971111T075622_19971111T075650_072854_0176_0036_3290.ZIP"
"253","TM",1997-11-27 07:56:43,176,36,"34.6134 33.182507","34.6134 33.182507",0,4,"1997",331,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/11/27/LS05_RFUI_TM__GTC_1P_19971127T075643_19971127T075712_073087_0176_0036_4D98.ZIP"
"254","TM",1997-12-13 07:57:08,176,36,"34.6134 33.17251","34.6134 33.17251",1,10,"1997",347,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/12/13/LS05_RFUI_TM__GTC_1P_19971213T075708_19971213T075737_073320_0176_0036_8F3C.ZIP"
"255","TM",1997-12-29 07:57:31,176,36,"34.610924 33.170002","34.610924 33.170002",5,50,"1997",363,"http://landsat-ds.eo.esa.int/products/LANDSAT/1997/12/29/LS05_RFUI_TM__GTC_1P_19971229T075731_19971229T075759_073553_0176_0036_0932.ZIP"
"256","TM",1998-01-14 07:57:52,176,36,"34.610947 33.167473","34.610947 33.167473",0,1,"1998",14,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/01/14/LS05_RFUI_TM__GTC_1P_19980114T075752_19980114T075821_073786_0176_0036_888C.ZIP"
"257","TM",1998-01-30 07:58:13,176,36,"34.6109 33.15247","34.6109 33.15247",2,28,"1998",30,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/01/30/LS05_RFUI_TM__GTC_1P_19980130T075813_19980130T075842_074019_0176_0036_BB30.ZIP"
"258","TM",1998-02-15 07:58:33,176,36,"34.6109 33.142475","34.6109 33.142475",0,1,"1998",46,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/02/15/LS05_RFUI_TM__GTC_1P_19980215T075833_19980215T075902_074252_0176_0036_79BA.ZIP"
"259","TM",1998-03-03 07:58:49,176,36,"34.61085 33.147472","34.61085 33.147472",0,7,"1998",62,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/03/03/LS05_RFUI_TM__GTC_1P_19980303T075849_19980303T075917_074485_0176_0036_1596.ZIP"
"260","TM",1998-03-19 07:59:05,176,36,"34.610874 33.145","34.610874 33.145",6,69,"1998",78,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/03/19/LS05_RFUI_TM__GTC_1P_19980319T075905_19980319T075933_074718_0176_0036_C377.ZIP"
"261","TM",1998-04-04 07:59:16,176,36,"34.610928 33.16","34.610928 33.16",0,4,"1998",94,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/04/04/LS05_RFUI_TM__GTC_1P_19980404T075916_19980404T075944_074951_0176_0036_FCC0.ZIP"
"262","TM",1998-04-20 07:59:28,176,36,"34.610924 33.170002","34.610924 33.170002",0,1,"1998",110,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/04/20/LS05_RFUI_TM__GTC_1P_19980420T075928_19980420T075956_075184_0176_0036_29EE.ZIP"
"263","TM",1998-05-06 07:59:42,176,36,"34.610928 33.16","34.610928 33.16",6,68,"1998",126,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/05/06/LS05_RFUI_TM__GTC_1P_19980506T075942_19980506T080011_075417_0176_0036_F158.ZIP"
"264","TM",1998-09-11 08:01:08,176,36,"34.610947 33.127472","34.610947 33.127472",0,0,"1998",254,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/09/11/LS05_RFUI_TM__GTC_1P_19980911T080108_19980911T080137_077281_0176_0036_F6AD.ZIP"
"265","TM",1998-09-27 08:01:15,176,36,"34.6109 33.12247","34.6109 33.12247",0,0,"1998",270,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/09/27/LS05_RFUI_TM__GTC_1P_19980927T080115_19980927T080143_077514_0176_0036_17EE.ZIP"
"266","TM",1998-10-13 08:01:14,176,36,"34.610874 33.145","34.610874 33.145",1,15,"1998",286,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/10/13/LS05_RFUI_TM__GTC_1P_19981013T080114_19981013T080143_077747_0176_0036_6A5B.ZIP"
"267","TM",1998-10-29 08:01:18,176,36,"34.610874 33.145","34.610874 33.145",1,11,"1998",302,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/10/29/LS05_RFUI_TM__GTC_1P_19981029T080118_19981029T080146_077980_0176_0036_2BA5.ZIP"
"268","TM",1998-11-14 08:01:26,176,36,"34.6109 33.12247","34.6109 33.12247",3,31,"1998",318,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/11/14/LS05_RFUI_TM__GTC_1P_19981114T080126_19981114T080155_078213_0176_0036_82ED.ZIP"
"269","TM",1998-11-30 08:01:24,176,36,"34.610928 33.140003","34.610928 33.140003",1,15,"1998",334,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/11/30/LS05_RFUI_TM__GTC_1P_19981130T080124_19981130T080153_078446_0176_0036_C4DB.ZIP"
"270","TM",1998-12-16 08:01:22,176,36,"34.610924 33.15","34.610924 33.15",6,66,"1998",350,"http://landsat-ds.eo.esa.int/products/LANDSAT/1998/12/16/LS05_RFUI_TM__GTC_1P_19981216T080122_19981216T080151_078679_0176_0036_7E59.ZIP"
"271","TM",1999-01-17 08:01:24,176,36,"34.610924 33.13","34.610924 33.13",3,39,"1999",17,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/01/17/LS05_RFUI_TM__GTC_1P_19990117T080124_19990117T080153_079145_0176_0036_930D.ZIP"
"272","TM",1999-02-02 08:01:31,176,36,"34.610874 33.089996","34.610874 33.089996",0,1,"1999",33,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/02/02/LS05_RFUI_TM__GTC_1P_19990202T080131_19990202T080159_079378_0176_0036_6AD4.ZIP"
"273","TM",1999-02-18 08:01:41,176,36,"34.6109 33.03247","34.6109 33.03247",3,32,"1999",49,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/02/18/LS05_RFUI_TM__GTC_1P_19990218T080141_19990218T080210_079611_0176_0036_51A8.ZIP"
"274","TM",1999-03-06 08:01:34,176,36,"34.610928 33.04","34.610928 33.04",0,1,"1999",65,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/03/06/LS05_RFUI_TM__GTC_1P_19990306T080134_19990306T080202_079844_0176_0036_5B54.ZIP"
"275","TM",1999-04-07 08:01:06,176,36,"34.610924 33.100002","34.610924 33.100002",3,32,"1999",97,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/04/07/LS05_RFUI_TM__GTC_1P_19990407T080106_19990407T080134_080310_0176_0036_1D65.ZIP"
"276","TM",1999-04-23 08:01:09,176,36,"34.610928 33.05","34.610928 33.05",0,0,"1999",113,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/04/23/LS05_RFUI_TM__GTC_1P_19990423T080109_19990423T080137_080543_0176_0036_683D.ZIP"
"277","TM",1999-05-09 08:01:02,176,36,"34.610928 33.045","34.610928 33.045",0,5,"1999",129,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/05/09/LS05_RFUI_TM__GTC_1P_19990509T080102_19990509T080130_080776_0176_0036_D7CC.ZIP"
"278","TM",1999-05-25 08:00:38,176,36,"34.610874 33.105003","34.610874 33.105003",0,2,"1999",145,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/05/25/LS05_RFUI_TM__GTC_1P_19990525T080038_19990525T080106_081009_0176_0036_58A2.ZIP"
"279","TM",1999-06-10 08:00:24,176,36,"34.6109 33.12247","34.6109 33.12247",0,2,"1999",161,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/06/10/LS05_RFUI_TM__GTC_1P_19990610T080024_19990610T080052_081242_0176_0036_6D1E.ZIP"
"280","TM",1999-06-26 08:00:16,176,36,"34.610874 33.105003","34.610874 33.105003",0,9,"1999",177,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/06/26/LS05_RFUI_TM__GTC_1P_19990626T080016_19990626T080045_081475_0176_0036_1666.ZIP"
"281","TM",1999-07-12 08:00:09,176,36,"34.610924 33.09","34.610924 33.09",0,1,"1999",193,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/07/12/LS05_RFUI_TM__GTC_1P_19990712T080009_19990712T080037_081708_0176_0036_3D24.ZIP"
"282","TM",1999-07-28 08:00:08,176,36,"34.6109 33.04247","34.6109 33.04247",0,3,"1999",209,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/07/28/LS05_RFUI_TM__GTC_1P_19990728T080008_19990728T080036_081941_0176_0036_480B.ZIP"
"283","TM",1999-08-13 08:00:03,176,36,"34.610924 33.01","34.610924 33.01",0,0,"1999",225,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/08/13/LS05_RFUI_TM__GTC_1P_19990813T080003_19990813T080031_082174_0176_0036_010C.ZIP"
"284","TM",1999-09-14 07:59:11,176,36,"34.6109 33.112473","34.6109 33.112473",0,3,"1999",257,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/09/14/LS05_RFUI_TM__GTC_1P_19990914T075911_19990914T075939_082640_0176_0036_7FBE.ZIP"
"285","TM",1999-09-30 07:58:57,176,36,"34.610874 33.105003","34.610874 33.105003",0,0,"1999",273,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/09/30/LS05_RFUI_TM__GTC_1P_19990930T075857_19990930T075925_082873_0176_0036_9C30.ZIP"
"286","TM",1999-10-16 07:59:02,176,36,"34.610897 33.01247","34.610897 33.01247",0,2,"1999",289,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/10/16/LS05_RFUI_TM__GTC_1P_19991016T075902_19991016T075930_083106_0176_0036_F96F.ZIP"
"287","TM",1999-11-01 07:58:38,176,36,"34.610874 33.035","34.610874 33.035",0,0,"1999",305,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/11/01/LS05_RFUI_TM__GTC_1P_19991101T075838_19991101T075906_083339_0176_0036_FD23.ZIP"
"288","TM",1999-11-17 07:58:02,176,36,"34.6109 33.102474","34.6109 33.102474",0,0,"1999",321,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/11/17/LS05_RFUI_TM__GTC_1P_19991117T075802_19991117T075831_083572_0176_0036_5051.ZIP"
"289","TM",1999-12-03 07:57:33,176,36,"34.610973 33.145","34.610973 33.145",0,3,"1999",337,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/12/03/LS05_RFUI_TM__GTC_1P_19991203T075733_19991203T075801_083805_0176_0036_ABC5.ZIP"
"290","TM",1999-12-19 07:57:32,176,36,"34.61095 33.057472","34.61095 33.057472",1,10,"1999",353,"http://landsat-ds.eo.esa.int/products/LANDSAT/1999/12/19/LS05_RFUI_TM__GTC_1P_19991219T075732_19991219T075800_084038_0176_0036_389E.ZIP"
"291","TM",2000-01-20 07:57:11,176,36,"34.610874 32.955","34.610874 32.955",1,11,"2000",20,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/01/20/LS05_RFUI_TM__GTC_1P_20000120T075711_20000120T075740_084504_0176_0036_F938.ZIP"
"292","TM",2000-02-21 07:56:03,176,36,"34.610874 33.025","34.610874 33.025",5,50,"2000",52,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/02/21/LS05_RFUI_TM__GTC_1P_20000221T075603_20000221T075632_084970_0176_0036_05C7.ZIP"
"293","TM",2000-03-08 07:55:49,176,36,"34.610924 33.23","34.610924 33.23",0,1,"2000",68,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/03/08/LS05_RFUI_TM__GTC_1P_20000308T075549_20000308T075617_085203_0176_0036_7EAA.ZIP"
"294","TM",2000-03-24 07:56:36,176,36,"34.610928 33.140003","34.610928 33.140003",0,1,"2000",84,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/03/24/LS05_RFUI_TM__GTC_1P_20000324T075636_20000324T075705_085436_0176_0036_7F03.ZIP"
"295","TM",2000-04-09 07:56:49,176,36,"34.6109 33.182472","34.6109 33.182472",3,39,"2000",100,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/04/09/LS05_RFUI_TM__GTC_1P_20000409T075649_20000409T075717_085669_0176_0036_D6C3.ZIP"
"296","TM",2000-04-25 07:57:35,176,36,"34.610924 33.09","34.610924 33.09",1,11,"2000",116,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/04/25/LS05_RFUI_TM__GTC_1P_20000425T075735_20000425T075804_085902_0176_0036_6B97.ZIP"
"297","TM",2000-05-27 07:58:21,176,36,"34.610924 33.079998","34.610924 33.079998",0,0,"2000",148,"http://landsat-ds.eo.esa.int/products/LANDSAT/2000/05/27/LS05_RFUI_TM__GTC_1P_20000527T075821_20000527T075849_086368_0176_0036_85F0.ZIP"
