"","sensor","acquisitionDate","path","row","sceneCenterLatitude","sceneCenterLongitude","cloudCover","cloudCoverFull","year","doy","browseURL"
"99","TM",1989-03-26 07:51:22,176,36,"34.61085 33.147472","34.61085 33.147472",0,4,"1989",85,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/03/26/LS05_RFUI_TM__GTC_1P_19890326T075122_19890326T075150_026953_0176_0036_0FA8.ZIP"
"100","TM",1989-04-11 07:51:34,176,36,"34.61087 33.035","34.61087 33.035",0,5,"1989",101,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/04/11/LS05_RFUI_TM__GTC_1P_19890411T075134_19890411T075202_027186_0176_0036_ED39.ZIP"
"101","TM",1989-04-27 07:51:13,176,36,"34.610897 33.047527","34.610897 33.047527",0,0,"1989",117,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/04/27/LS05_RFUI_TM__GTC_1P_19890427T075113_19890427T075142_027419_0176_0036_0FAF.ZIP"
"102","TM",1989-05-13 07:50:59,176,36,"34.61087 33.035","34.61087 33.035",0,0,"1989",133,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/05/13/LS05_RFUI_TM__GTC_1P_19890513T075059_19890513T075127_027652_0176_0036_D10A.ZIP"
"103","TM",1989-05-29 07:50:45,176,36,"34.610897 33.022472","34.610897 33.022472",0,0,"1989",149,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/05/29/LS05_RFUI_TM__GTC_1P_19890529T075045_19890529T075114_027885_0176_0036_95F2.ZIP"
"104","TM",1989-06-14 07:50:20,176,36,"34.610847 33.047466","34.610847 33.047466",0,0,"1989",165,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/06/14/LS05_RFUI_TM__GTC_1P_19890614T075020_19890614T075049_028118_0176_0036_7A4B.ZIP"
"105","TM",1989-06-30 07:50:07,176,36,"34.61087 33.025","34.61087 33.025",0,9,"1989",181,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/06/30/LS05_RFUI_TM__GTC_1P_19890630T075007_19890630T075036_028351_0176_0036_6AA9.ZIP"
"106","TM",1989-07-16 07:49:47,176,36,"34.61085 33.03253","34.61085 33.03253",0,0,"1989",197,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/07/16/LS05_RFUI_TM__GTC_1P_19890716T074947_19890716T075015_028584_0176_0036_2809.ZIP"
"107","TM",1989-08-01 07:49:27,176,36,"34.61085 33.027473","34.61085 33.027473",0,0,"1989",213,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/08/01/LS05_RFUI_TM__GTC_1P_19890801T074927_19890801T074956_028817_0176_0036_F03B.ZIP"
"108","TM",1989-09-02 07:48:45,176,36,"34.610897 33.02753","34.610897 33.02753",0,0,"1989",245,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/09/02/LS05_RFUI_TM__GTC_1P_19890902T074845_19890902T074913_029283_0176_0036_44D7.ZIP"
"109","TM",1989-09-18 07:48:12,176,36,"34.610924 33.07","34.610924 33.07",0,0,"1989",261,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/09/18/LS05_RFUI_TM__GTC_1P_19890918T074812_19890918T074841_029516_0176_0036_CEC3.ZIP"
"110","TM",1989-10-04 07:48:04,176,36,"34.6109 32.99753","34.6109 32.99753",1,19,"1989",277,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/10/04/LS05_RFUI_TM__GTC_1P_19891004T074804_19891004T074832_029749_0176_0036_5025.ZIP"
"111","TM",1989-10-20 07:47:19,176,36,"34.61085 33.07747","34.61085 33.07747",1,14,"1989",293,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/10/20/LS05_RFUI_TM__GTC_1P_19891020T074719_19891020T074747_029982_0176_0036_12B5.ZIP"
"112","TM",1989-11-05 07:47:04,176,36,"34.61085 33.027473","34.61085 33.027473",0,6,"1989",309,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/11/05/LS05_RFUI_TM__GTC_1P_19891105T074704_19891105T074732_030215_0176_0036_9D45.ZIP"
"113","TM",1989-11-21 07:46:23,176,36,"34.61085 33.082527","34.61085 33.082527",0,2,"1989",325,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/11/21/LS05_RFUI_TM__GTC_1P_19891121T074623_19891121T074651_030448_0176_0036_AD06.ZIP"
"114","TM",1989-12-07 07:46:05,176,36,"34.61085 33.03747","34.61085 33.03747",0,5,"1989",341,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/12/07/LS05_RFUI_TM__GTC_1P_19891207T074605_19891207T074633_030681_0176_0036_9D89.ZIP"
"115","TM",1989-12-23 07:45:39,176,36,"34.61087 33.025","34.61087 33.025",0,4,"1989",357,"http://landsat-ds.eo.esa.int/products/LANDSAT/1989/12/23/LS05_RFUI_TM__GTC_1P_19891223T074539_19891223T074607_030914_0176_0036_2610.ZIP"
"116","TM",1990-09-21 07:42:12,176,36,"34.610897 33.05247","34.610897 33.05247",0,2,"1990",264,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/09/21/LS05_RFUI_TM__GTC_1P_19900921T074212_19900921T074240_034875_0176_0036_0F71.ZIP"
"117","TM",1990-10-07 07:42:00,176,36,"34.61087 33.07","34.61087 33.07",0,0,"1990",280,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/10/07/LS05_RFUI_TM__GTC_1P_19901007T074200_19901007T074228_035108_0176_0036_AA9D.ZIP"
"118","TM",1990-10-23 07:41:58,176,36,"34.61087 33.035","34.61087 33.035",0,2,"1990",296,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/10/23/LS05_RFUI_TM__GTC_1P_19901023T074158_19901023T074226_035341_0176_0036_5739.ZIP"
"119","TM",1990-11-08 07:41:55,176,36,"34.61087 33.005","34.61087 33.005",0,4,"1990",312,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/11/08/LS05_RFUI_TM__GTC_1P_19901108T074155_19901108T074223_035574_0176_0036_32BC.ZIP"
"120","TM",1990-11-24 07:41:47,176,36,"34.61087 32.985","34.61087 32.985",0,7,"1990",328,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/11/24/LS05_RFUI_TM__GTC_1P_19901124T074147_19901124T074215_035807_0176_0036_7C22.ZIP"
"121","TM",1990-12-10 07:41:44,176,36,"34.61087 33.105003","34.61087 33.105003",0,8,"1990",344,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/12/10/LS05_RFUI_TM__GTC_1P_19901210T074144_19901210T074212_036040_0176_0036_4A56.ZIP"
"122","TM",1990-12-26 07:42:04,176,36,"34.61092 33.12","34.61092 33.12",0,1,"1990",360,"http://landsat-ds.eo.esa.int/products/LANDSAT/1990/12/26/LS05_RFUI_TM__GTC_1P_19901226T074204_19901226T074233_036273_0176_0036_A966.ZIP"
"123","TM",1991-01-11 07:42:32,176,36,"34.610897 33.09753","34.610897 33.09753",4,44,"1991",11,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/01/11/LS05_RFUI_TM__GTC_1P_19910111T074232_19910111T074301_036506_0176_0036_4BF6.ZIP"
"124","TM",1991-01-27 07:42:58,176,36,"34.610897 33.08247","34.610897 33.08247",1,17,"1991",27,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/01/27/LS05_RFUI_TM__GTC_1P_19910127T074258_19910127T074327_036739_0176_0036_D51C.ZIP"
"125","TM",1991-02-12 07:43:10,176,36,"34.610897 33.11247","34.610897 33.11247",0,0,"1991",43,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/02/12/LS05_RFUI_TM__GTC_1P_19910212T074310_19910212T074338_036972_0176_0036_593A.ZIP"
"126","TM",1991-02-28 07:43:27,176,36,"34.610897 33.12247","34.610897 33.12247",0,2,"1991",59,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/02/28/LS05_RFUI_TM__GTC_1P_19910228T074327_19910228T074355_037205_0176_0036_4FF3.ZIP"
"127","TM",1991-03-16 07:43:48,176,36,"34.610924 33.11","34.610924 33.11",8,84,"1991",75,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/03/16/LS05_RFUI_TM__GEO_1P_19910316T074348_19910316T074416_037438_0176_0036_4AAD.ZIP"
"128","TM",1991-04-01 07:44:03,176,36,"34.61087 33.105003","34.61087 33.105003",1,17,"1991",91,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/04/01/LS05_RFUI_TM__GTC_1P_19910401T074403_19910401T074432_037671_0176_0036_7C80.ZIP"
"129","TM",1991-04-17 07:44:22,176,36,"34.610897 33.092472","34.610897 33.092472",0,7,"1991",107,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/04/17/LS05_RFUI_TM__GTC_1P_19910417T074422_19910417T074450_037904_0176_0036_1B91.ZIP"
"130","TM",1991-05-19 07:44:55,176,36,"34.610897 33.07247","34.610897 33.07247",5,58,"1991",139,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/05/19/LS05_RFUI_TM__GTC_1P_19910519T074455_19910519T074523_038370_0176_0036_4ADC.ZIP"
"131","TM",1991-06-04 07:45:11,176,36,"34.61087 33.055","34.61087 33.055",0,0,"1991",155,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/06/04/LS05_RFUI_TM__GTC_1P_19910604T074511_19910604T074540_038603_0176_0036_3EB4.ZIP"
"132","TM",1991-07-22 07:45:50,176,36,"34.610897 33.04247","34.610897 33.04247",0,1,"1991",203,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/07/22/LS05_RFUI_TM__GTC_1P_19910722T074550_19910722T074619_039302_0176_0036_4212.ZIP"
"133","TM",1991-08-07 07:45:56,176,36,"34.61087 33.065002","34.61087 33.065002",0,8,"1991",219,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/08/07/LS05_RFUI_TM__GTC_1P_19910807T074556_19910807T074624_039535_0176_0036_215A.ZIP"
"134","TM",1991-09-08 07:46:16,176,36,"34.61087 33.055","34.61087 33.055",0,0,"1991",251,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/09/08/LS05_RFUI_TM__GTC_1P_19910908T074616_19910908T074644_040001_0176_0036_B191.ZIP"
"135","TM",1991-09-24 07:46:22,176,36,"34.610897 33.062473","34.610897 33.062473",0,0,"1991",267,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/09/24/LS05_RFUI_TM__GTC_1P_19910924T074622_19910924T074651_040234_0176_0036_AEB2.ZIP"
"136","TM",1991-10-10 07:46:29,176,36,"34.610897 33.05753","34.610897 33.05753",0,1,"1991",283,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/10/10/LS05_RFUI_TM__GTC_1P_19911010T074629_19911010T074657_040467_0176_0036_8717.ZIP"
"137","TM",1991-10-26 07:46:33,176,36,"34.610897 33.062473","34.610897 33.062473",0,2,"1991",299,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/10/26/LS05_RFUI_TM__GTC_1P_19911026T074633_19911026T074701_040700_0176_0036_2C89.ZIP"
"138","TM",1991-11-11 07:46:37,176,36,"34.61092 33.06","34.61092 33.06",0,4,"1991",315,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/11/11/LS05_RFUI_TM__GTC_1P_19911111T074637_19911111T074706_040933_0176_0036_6511.ZIP"
"139","TM",1991-11-27 07:46:45,176,36,"34.610897 33.032467","34.610897 33.032467",4,45,"1991",331,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/11/27/LS05_RFUI_TM__GTC_1P_19911127T074645_19911127T074713_041166_0176_0036_85D4.ZIP"
"140","TM",1991-12-13 07:46:53,176,36,"34.610897 33.01247","34.610897 33.01247",1,12,"1991",347,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/12/13/LS05_RFUI_TM__GTC_1P_19911213T074653_19911213T074721_041399_0176_0036_9D31.ZIP"
"141","TM",1991-12-29 07:46:44,176,36,"34.610847 33.047466","34.610847 33.047466",6,67,"1991",363,"http://landsat-ds.eo.esa.int/products/LANDSAT/1991/12/29/LS05_RFUI_TM__GTC_1P_19911229T074644_19911229T074713_041632_0176_0036_19B3.ZIP"
"142","TM",1992-01-14 07:46:41,176,36,"34.61087 33.065002","34.61087 33.065002",3,39,"1992",14,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/01/14/LS05_RFUI_TM__GTC_1P_19920114T074641_19920114T074709_041865_0176_0036_ACB4.ZIP"
"143","TM",1992-01-30 07:46:45,176,36,"34.61087 33.035","34.61087 33.035",2,25,"1992",30,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/01/30/LS05_RFUI_TM__GTC_1P_19920130T074645_19920130T074714_042098_0176_0036_68C8.ZIP"
"144","TM",1992-02-15 07:46:32,176,36,"34.610924 33.079998","34.610924 33.079998",0,1,"1992",46,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/02/15/LS05_RFUI_TM__GTC_1P_19920215T074632_19920215T074701_042331_0176_0036_47C6.ZIP"
"145","TM",1992-03-02 07:46:35,176,36,"34.610924 33.045002","34.610924 33.045002",4,40,"1992",62,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/03/02/LS05_RFUI_TM__GTC_1P_19920302T074635_19920302T074704_042564_0176_0036_D046.ZIP"
"146","TM",1992-03-18 07:46:37,176,36,"34.61087 33.015","34.61087 33.015",8,81,"1992",78,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/03/18/LS05_RFUI_TM__GTC_1P_19920318T074637_19920318T074705_042797_0176_0036_938B.ZIP"
"147","TM",1992-04-03 07:46:29,176,36,"34.610897 33.01753","34.610897 33.01753",0,1,"1992",94,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/04/03/LS05_RFUI_TM__GTC_1P_19920403T074629_19920403T074657_043030_0176_0036_349E.ZIP"
"148","TM",1992-04-19 07:46:22,176,36,"34.61087 33.015","34.61087 33.015",10,100,"1992",110,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/04/19/LS05_RFUI_TM__GTC_1P_19920419T074622_19920419T074650_043263_0176_0036_47C7.ZIP"
"149","TM",1992-05-05 07:46:12,176,36,"34.610847 33.01747","34.610847 33.01747",3,39,"1992",126,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/05/05/LS05_RFUI_TM__GTC_1P_19920505T074612_19920505T074640_043496_0176_0036_A6DF.ZIP"
"150","TM",1992-05-21 07:46:02,176,36,"34.61087 33.019997","34.61087 33.019997",0,0,"1992",142,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/05/21/LS05_RFUI_TM__GTC_1P_19920521T074602_19920521T074631_043729_0176_0036_FC40.ZIP"
"151","TM",1992-06-06 07:45:54,176,36,"34.610897 33.01247","34.610897 33.01247",0,1,"1992",158,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/06/06/LS05_RFUI_TM__GTC_1P_19920606T074554_19920606T074623_043962_0176_0036_7A86.ZIP"
"152","TM",1992-06-22 07:45:41,176,36,"34.610897 33.022472","34.610897 33.022472",0,1,"1992",174,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/06/22/LS05_RFUI_TM__GTC_1P_19920622T074541_19920622T074610_044195_0176_0036_C242.ZIP"
"153","TM",1992-07-08 07:45:30,176,36,"34.610897 33.022472","34.610897 33.022472",0,0,"1992",190,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/07/08/LS05_RFUI_TM__GTC_1P_19920708T074530_19920708T074559_044428_0176_0036_1BCA.ZIP"
"154","TM",1992-07-24 07:45:18,176,36,"34.61087 33.025","34.61087 33.025",0,0,"1992",206,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/07/24/LS05_RFUI_TM__GTC_1P_19920724T074518_19920724T074546_044661_0176_0036_A54C.ZIP"
"155","TM",1992-08-09 07:45:06,176,36,"34.61087 33.025","34.61087 33.025",0,0,"1992",222,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/08/09/LS05_RFUI_TM__GTC_1P_19920809T074506_19920809T074535_044894_0176_0036_BFB6.ZIP"
"156","TM",1992-08-25 07:44:50,176,36,"34.61085 33.03747","34.61085 33.03747",0,0,"1992",238,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/08/25/LS05_RFUI_TM__GTC_1P_19920825T074450_19920825T074518_045127_0176_0036_36EC.ZIP"
"157","TM",1992-09-10 07:44:36,176,36,"34.61087 33.035","34.61087 33.035",0,0,"1992",254,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/09/10/LS05_RFUI_TM__GTC_1P_19920910T074436_19920910T074505_045360_0176_0036_85FF.ZIP"
"158","TM",1992-09-26 07:44:17,176,36,"34.610897 33.047527","34.610897 33.047527",4,41,"1992",270,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/09/26/LS05_RFUI_TM__GTC_1P_19920926T074417_19920926T074446_045593_0176_0036_2D31.ZIP"
"159","TM",1992-10-12 07:43:56,176,36,"34.610897 33.062473","34.610897 33.062473",0,0,"1992",286,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/10/12/LS05_RFUI_TM__GTC_1P_19921012T074356_19921012T074424_045826_0176_0036_EE15.ZIP"
"160","TM",1992-11-13 07:43:28,176,36,"34.61087 33.025","34.61087 33.025",0,5,"1992",318,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/11/13/LS05_RFUI_TM__GTC_1P_19921113T074328_19921113T074356_046292_0176_0036_2705.ZIP"
"161","TM",1992-11-29 07:43:32,176,36,"34.61087 33.065002","34.61087 33.065002",1,18,"1992",334,"http://landsat-ds.eo.esa.int/products/LANDSAT/1992/11/29/LS05_RFUI_TM__GTC_1P_19921129T074332_19921129T074401_046525_0176_0036_B135.ZIP"
"162","TM",1993-01-16 07:44:04,176,36,"34.610874 33.085","34.610874 33.085",0,1,"1993",16,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/01/16/LS05_RFUI_TM__GTC_1P_19930116T074404_19930116T074432_047224_0176_0036_5236.ZIP"
"163","TM",1993-02-01 07:44:14,176,36,"34.61095 33.08747","34.61095 33.08747",3,31,"1993",32,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/02/01/LS05_RFUI_TM__GTC_1P_19930201T074414_19930201T074443_047457_0176_0036_1B5F.ZIP"
"164","TM",1993-02-17 07:44:22,176,36,"34.610924 33.09","34.610924 33.09",0,6,"1993",48,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/02/17/LS05_RFUI_TM__GTC_1P_19930217T074422_19930217T074451_047690_0176_0036_A1EF.ZIP"
"165","TM",1993-03-21 07:44:35,176,36,"34.610897 33.092472","34.610897 33.092472",0,3,"1993",80,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/03/21/LS05_RFUI_TM__GTC_1P_19930321T074435_19930321T074504_048156_0176_0036_6158.ZIP"
"166","TM",1993-04-06 07:44:40,176,36,"34.610825 33.09","34.610825 33.09",0,3,"1993",96,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/04/06/LS05_RFUI_TM__GTC_1P_19930406T074440_19930406T074509_048389_0176_0036_9CAC.ZIP"
"167","TM",1993-04-22 07:44:49,176,36,"34.61085 33.06747","34.61085 33.06747",0,1,"1993",112,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/04/22/LS05_RFUI_TM__GTC_1P_19930422T074449_19930422T074518_048622_0176_0036_1181.ZIP"
"168","TM",1993-05-24 07:44:56,176,36,"34.610924 33.065","34.610924 33.065",2,23,"1993",144,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/05/24/LS05_RFUI_TM__GTC_1P_19930524T074456_19930524T074524_049088_0176_0036_4F60.ZIP"
"169","TM",1993-06-09 07:44:57,176,36,"34.610947 33.06747","34.610947 33.06747",0,0,"1993",160,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/06/09/LS05_RFUI_TM__GTC_1P_19930609T074457_19930609T074526_049321_0176_0036_3D58.ZIP"
"170","TM",1993-06-25 07:44:52,176,36,"34.61095 33.097473","34.61095 33.097473",0,0,"1993",176,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/06/25/LS05_RFUI_TM__GTC_1P_19930625T074452_19930625T074521_049554_0176_0036_FDD5.ZIP"
"171","TM",1993-07-11 07:44:49,176,36,"34.610897 33.11247","34.610897 33.11247",0,0,"1993",192,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/07/11/LS05_RFUI_TM__GTC_1P_19930711T074449_19930711T074518_049787_0176_0036_A0A1.ZIP"
"172","TM",1993-08-12 07:44:49,176,36,"34.610847 33.10747","34.610847 33.10747",0,4,"1993",224,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/08/12/LS05_RFUI_TM__GTC_1P_19930812T074449_19930812T074518_050253_0176_0036_F3AE.ZIP"
"173","TM",1993-09-29 07:44:42,176,36,"34.610897 33.10247","34.610897 33.10247",0,1,"1993",272,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/09/29/LS05_RFUI_TM__GTC_1P_19930929T074442_19930929T074510_050952_0176_0036_A8AC.ZIP"
"174","TM",1993-10-15 07:44:37,176,36,"34.610897 33.10247","34.610897 33.10247",0,0,"1993",288,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/10/15/LS05_RFUI_TM__GTC_1P_19931015T074437_19931015T074505_051185_0176_0036_75DC.ZIP"
"175","TM",1993-11-16 07:44:21,176,36,"34.610847 33.10747","34.610847 33.10747",4,45,"1993",320,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/11/16/LS05_RFUI_TM__GTC_1P_19931116T074421_19931116T074450_051651_0176_0036_A40E.ZIP"
"176","TM",1993-12-02 07:44:19,176,36,"34.610874 33.085","34.610874 33.085",1,12,"1993",336,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/12/02/LS05_RFUI_TM__GTC_1P_19931202T074419_19931202T074447_051884_0176_0036_D123.ZIP"
"177","TM",1993-12-18 07:44:12,176,36,"34.61087 33.075","34.61087 33.075",1,12,"1993",352,"http://landsat-ds.eo.esa.int/products/LANDSAT/1993/12/18/LS05_RFUI_TM__GTC_1P_19931218T074412_19931218T074440_052117_0176_0036_1AE4.ZIP"
"178","TM",1994-01-03 07:44:00,176,36,"34.610897 33.08247","34.610897 33.08247",3,36,"1994",3,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/01/03/LS05_RFUI_TM__GTC_1P_19940103T074400_19940103T074428_052350_0176_0036_5D5B.ZIP"
"179","TM",1994-01-19 07:43:43,176,36,"34.610897 33.10247","34.610897 33.10247",0,0,"1994",19,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/01/19/LS05_RFUI_TM__GTC_1P_19940119T074343_19940119T074411_052583_0176_0036_9D9D.ZIP"
"180","TM",1994-02-04 07:43:35,176,36,"34.610924 33.079998","34.610924 33.079998",2,22,"1994",35,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/02/04/LS05_RFUI_TM__GTC_1P_19940204T074335_19940204T074404_052816_0176_0036_7748.ZIP"
"181","TM",1994-02-20 07:43:23,176,36,"34.610897 33.07247","34.610897 33.07247",0,0,"1994",51,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/02/20/LS05_RFUI_TM__GTC_1P_19940220T074323_19940220T074351_053049_0176_0036_79DF.ZIP"
"182","TM",1994-03-08 07:43:08,176,36,"34.61087 33.065002","34.61087 33.065002",1,13,"1994",67,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/03/08/LS05_RFUI_TM__GTC_1P_19940308T074308_19940308T074337_053282_0176_0036_DD9B.ZIP"
"183","TM",1994-03-24 07:42:54,176,36,"34.61087 33.055","34.61087 33.055",1,16,"1994",83,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/03/24/LS05_RFUI_TM__GTC_1P_19940324T074254_19940324T074323_053515_0176_0036_AD78.ZIP"
"184","TM",1994-04-09 07:42:39,176,36,"34.61085 33.042526","34.61085 33.042526",0,3,"1994",99,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/04/09/LS05_RFUI_TM__GEO_1P_19940409T074239_19940409T074308_053748_0176_0036_8028.ZIP"
"185","TM",1994-06-12 07:41:25,176,36,"34.610897 33.01753","34.610897 33.01753",0,0,"1994",163,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/06/12/LS05_RFUI_TM__GTC_1P_19940612T074125_19940612T074153_054680_0176_0036_F4EE.ZIP"
"186","TM",1994-07-14 07:40:36,176,36,"34.61087 33.035","34.61087 33.035",0,3,"1994",195,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/07/14/LS05_RFUI_TM__GTC_1P_19940714T074036_19940714T074105_055146_0176_0036_6F8B.ZIP"
"187","TM",1994-07-30 07:40:09,176,36,"34.61087 33.055","34.61087 33.055",0,4,"1994",211,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/07/30/LS05_RFUI_TM__GTC_1P_19940730T074009_19940730T074037_055379_0176_0036_E966.ZIP"
"188","TM",1994-08-15 07:39:44,176,36,"34.61087 33.055","34.61087 33.055",0,2,"1994",227,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/08/15/LS05_RFUI_TM__GTC_1P_19940815T073944_19940815T074013_055612_0176_0036_2D31.ZIP"
"189","TM",1994-08-31 07:39:21,176,36,"34.610897 33.05247","34.610897 33.05247",0,0,"1994",243,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/08/31/LS05_RFUI_TM__GTC_1P_19940831T073921_19940831T073949_055845_0176_0036_E028.ZIP"
"190","TM",1994-09-16 07:38:56,176,36,"34.61092 33.05","34.61092 33.05",0,0,"1994",259,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/09/16/LS05_RFUI_TM__GTC_1P_19940916T073856_19940916T073924_056078_0176_0036_0941.ZIP"
"191","TM",1994-10-02 07:38:29,176,36,"34.61092 33.05","34.61092 33.05",0,0,"1994",275,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/10/02/LS05_RFUI_TM__GTC_1P_19941002T073829_19941002T073858_056311_0176_0036_69FE.ZIP"
"192","TM",1994-10-18 07:37:59,176,36,"34.610897 33.05247","34.610897 33.05247",0,5,"1994",291,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/10/18/LS05_RFUI_TM__GTC_1P_19941018T073759_19941018T073828_056544_0176_0036_639F.ZIP"
"193","TM",1994-11-03 07:37:25,176,36,"34.61087 33.075","34.61087 33.075",1,15,"1994",307,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/11/03/LS05_RFUI_TM__GTC_1P_19941103T073725_19941103T073753_056777_0176_0036_C15E.ZIP"
"194","TM",1994-11-19 07:36:52,176,36,"34.61085 33.082527","34.61085 33.082527",3,36,"1994",323,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/11/19/LS05_RFUI_TM__GEO_1P_19941119T073652_19941119T073721_057010_0176_0036_7269.ZIP"
"195","TM",1994-12-05 07:36:23,176,36,"34.610825 33.070004","34.610825 33.070004",0,0,"1994",339,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/12/05/LS05_RFUI_TM__GTC_1P_19941205T073623_19941205T073651_057243_0176_0036_AF06.ZIP"
"196","TM",1994-12-21 07:35:52,176,36,"34.610897 33.062473","34.610897 33.062473",0,2,"1994",355,"http://landsat-ds.eo.esa.int/products/LANDSAT/1994/12/21/LS05_RFUI_TM__GTC_1P_19941221T073552_19941221T073621_057476_0176_0036_4B9F.ZIP"
"197","TM",1995-01-06 07:35:19,176,36,"34.61092 33.06","34.61092 33.06",0,1,"1995",6,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/01/06/LS05_RFUI_TM__GTC_1P_19950106T073519_19950106T073547_057709_0176_0036_7ABA.ZIP"
"198","TM",1995-01-22 07:34:44,176,36,"34.61092 33.06","34.61092 33.06",2,28,"1995",22,"http://landsat-ds.eo.esa.int/products/LANDSAT/1995/01/22/LS05_RFUI_TM__GTC_1P_19950122T073444_19950122T073512_057942_0176_0036_FC6E.ZIP"
